"Brand","Product Name","Link","Image URL","Price","Year"
"Realme","Realme Note 60 RAM 4GB ROM 64GB","https://www.pricebook.co.id/Realme-Note-60-RAM-4GB-ROM-64GB/40/PD_00100011","https://cdn.pricebook.co.id/images/product/M/100011_M_1.jpg","Rp 1.129.325","2024"
"Realme","Realme Note 60 RAM 8GB ROM 256GB","https://www.pricebook.co.id/Realme-Note-60-RAM-8GB-ROM-256GB/40/PD_00100013","https://cdn.pricebook.co.id/images/product/M/100013_M_1.jpg","Rp 1.744.000","2024"
"Realme","Realme 13 RAM 8GB ROM 128GB","https://www.pricebook.co.id/Realme-13-RAM-8GB-ROM-128GB/40/PD_00099941","https://cdn.pricebook.co.id/images/product/M/99941_M_1.jpg","Rp 2.549.000","2024"
"Realme","Realme 13 RAM 8GB ROM 256GB","https://www.pricebook.co.id/Realme-13-RAM-8GB-ROM-256GB/40/PD_00099940","https://cdn.pricebook.co.id/images/product/M/99940_M_1.jpg","Rp 2.676.000","2024"
"Realme","Realme GT 6 RAM 12GB 256GB","https://www.pricebook.co.id/Realme-GT-6-RAM-12GB-256GB/40/PD_00099795","https://cdn.pricebook.co.id/images/product/M/99795_M_1.jpg","Rp 7.689.000","2024"
"Realme","Realme C63 RAM 6GB ROM 128GB","https://www.pricebook.co.id/Realme-C63-RAM-6GB-ROM-128GB/40/PD_00099778","https://cdn.pricebook.co.id/images/product/M/99778_M_1.jpg","Rp 1.650.000","2024"
"Realme","Realme C63 RAM 8GB ROM 128GB","https://www.pricebook.co.id/Realme-C63-RAM-8GB-ROM-128GB/40/PD_00099779","https://cdn.pricebook.co.id/images/product/M/99779_M_1.jpg","Rp 1.839.000","2024"
"Realme","Realme C65 RAM 8GB ROM 256GB","https://www.pricebook.co.id/Realme-C65-RAM-8GB-ROM-256GB/40/PD_00099677","https://cdn.pricebook.co.id/images/product/M/99677_M_1.jpg","Rp 2.199.000","2024"
"Realme","Realme C65 RAM 8GB ROM 128GB","https://www.pricebook.co.id/Realme-C65-RAM-8GB-ROM-128GB/40/PD_00099682","https://cdn.pricebook.co.id/images/product/M/99682_M_1.jpg","Rp 1.999.000","2024"
"Realme","Realme 12 5G RAM 8GB ROM 256GB","https://www.pricebook.co.id/Realme-12-5G-RAM-8GB-ROM-256GB/40/PD_00099654","https://cdn.pricebook.co.id/images/product/M/99654_M_1.jpg","Rp 2.859.000","2024"
"Realme","Realme C51s RAM 6GB ROM 128GB","https://www.pricebook.co.id/Realme-C51s-RAM-6GB-ROM-128GB/40/PD_00099625","https://cdn.pricebook.co.id/images/product/M/99625_M_1.jpg","Rp 1.469.000","2024"
"Realme","Realme 12+ 5G RAM 8GB ROM 256GB","https://www.pricebook.co.id/Realme-12-5G-RAM-8GB-ROM-256GB/40/PD_00099504","https://cdn.pricebook.co.id/images/product/M/99504_M_1.jpg","Rp 3.549.000","2024"
"Realme","Realme 12+ 5G RAM 12GB ROM 512GB","https://www.pricebook.co.id/Realme-12-5G-RAM-12GB-ROM-512GB/40/PD_00099692","https://cdn.pricebook.co.id/images/product/M/99692_M_1.jpg","Rp 3.849.000","2024"
"Realme","Realme 12 Pro+ 5G RAM 8GB ROM 256GB","https://www.pricebook.co.id/Realme-12-Pro-5G-RAM-8GB-ROM-256GB/40/PD_00099451","https://cdn.pricebook.co.id/images/product/M/99451_M_1.jpg","Rp 4.649.000","2024"
"Realme","Realme 12 Pro+ 5G RAM 12GB ROM 512GB","https://www.pricebook.co.id/Realme-12-Pro-5G-RAM-12GB-ROM-512GB/40/PD_00099600","https://cdn.pricebook.co.id/images/product/M/99600_M_1.jpg","Rp 5.099.000","2024"
"Realme","Realme Note 50 RAM 4GB ROM 64GB","https://www.pricebook.co.id/Realme-Note-50-RAM-4GB-ROM-64GB/40/PD_00099523","https://cdn.pricebook.co.id/images/product/M/99523_M_1.jpg","Rp 1.222.000","2024"
"Realme","Realme Note 50 RAM 4GB ROM 128GB","https://www.pricebook.co.id/Realme-Note-50-RAM-4GB-ROM-128GB/40/PD_00099524","https://cdn.pricebook.co.id/images/product/M/99524_M_1.jpg","Rp 1.238.000","2024"
"Realme","Realme Note 50 RAM 3GB ROM 64GB","https://www.pricebook.co.id/Realme-Note-50-RAM-3GB-ROM-64GB/40/PD_00099817","https://cdn.pricebook.co.id/images/product/M/99817_M_1.jpg","Rp 1.149.000","2024"
"Realme","Realme 12 Pro RAM 8GB 128GB","https://www.pricebook.co.id/Realme-12-Pro-RAM-8GB-128GB/40/PD_00099452","https://cdn.pricebook.co.id/images/product/M/99452_M_1.jpg","Harga tidak tersedia","2024"
"Infinix","Infinix Zero Flip 5G RAM 8GB ROM 512GB","https://www.pricebook.co.id/Infinix-Zero-Flip-5G-RAM-8GB-ROM-512GB/40/PD_00100253","https://cdn.pricebook.co.id/images/product/M/100253_M_1.jpg","Harga tidak tersedia","2024"
"Infinix","Infinix Hot 50 Pro+ RAM 8GB ROM 256GB","https://www.pricebook.co.id/Infinix-Hot-50-Pro-RAM-8GB-ROM-256GB/40/PD_00100202","https://cdn.pricebook.co.id/images/product/M/100202_M_1.jpg","Rp 2.351.020","2024"
"Infinix","Infinix Hot 50 RAM 6GB ROM 256GB","https://www.pricebook.co.id/Infinix-Hot-50-RAM-6GB-ROM-256GB/40/PD_00100203","https://cdn.pricebook.co.id/images/product/M/100203_M_1.jpg","Rp 1.639.900","2024"
"Infinix","Infinix Hot 50 RAM 8GB ROM 128GB","https://www.pricebook.co.id/Infinix-Hot-50-RAM-8GB-ROM-128GB/40/PD_00100204","https://cdn.pricebook.co.id/images/product/M/100204_M_1.jpg","Rp 1.609.000","2024"
"Infinix","Infinix Hot 50i RAM 6GB ROM 128GB","https://www.pricebook.co.id/Infinix-Hot-50i-RAM-6GB-ROM-128GB/40/PD_00100143","https://cdn.pricebook.co.id/images/product/M/100143_M_1.jpg","Rp 1.361.100","2024"
"Infinix","Infinix Smart 9 RAM 4GB ROM 128GB","https://www.pricebook.co.id/Infinix-Smart-9-RAM-4GB-ROM-128GB/40/PD_00100145","https://cdn.pricebook.co.id/images/product/M/100145_M_1.jpg","Rp 1.069.000","2024"
"Infinix","Infinix Smart 9 RAM 3GB ROM 64GB","https://www.pricebook.co.id/Infinix-Smart-9-RAM-3GB-ROM-64GB/40/PD_00100144","https://cdn.pricebook.co.id/images/product/M/100144_M_1.jpg","Rp 1.021.000","2024"
"Infinix","Infinix Note 40S RAM 8GB ROM 256GB","https://www.pricebook.co.id/Infinix-Note-40S-RAM-8GB-ROM-256GB/40/PD_00099865","https://cdn.pricebook.co.id/images/product/M/99865_M_1.jpg","Rp 2.247.000","2024"
"Infinix","Infinix GT 20 Pro RAM 8GB ROM 256GB","https://www.pricebook.co.id/Infinix-GT-20-Pro-RAM-8GB-ROM-256GB/40/PD_00099687","https://cdn.pricebook.co.id/images/product/M/99687_M_1.jpg","Rp 3.661.000","2024"
"Infinix","Infinix GT 20 Pro RAM 12GB ROM 256GB","https://www.pricebook.co.id/Infinix-GT-20-Pro-RAM-12GB-ROM-256GB/40/PD_00099712","https://cdn.pricebook.co.id/images/product/M/99712_M_1.jpg","Rp 3.845.000","2024"
"Infinix","Infinix Note 40 Pro+ 5G RAM 12GB ROM 256GB","https://www.pricebook.co.id/Infinix-Note-40-Pro-5G-RAM-12GB-ROM-256GB/40/PD_00099685","https://cdn.pricebook.co.id/images/product/M/99685_M_1.jpg","Rp 3.825.000","2024"
"Infinix","Infinix Note 40 Pro 5G RAM 8GB ROM 256GB","https://www.pricebook.co.id/Infinix-Note-40-Pro-5G-RAM-8GB-ROM-256GB/40/PD_00099684","https://cdn.pricebook.co.id/images/product/M/99684_M_1.jpg","Rp 2.790.000","2024"
"Infinix","Infinix Note 40 RAM 8GB ROM 256GB","https://www.pricebook.co.id/Infinix-Note-40-RAM-8GB-ROM-256GB/40/PD_00099644","https://cdn.pricebook.co.id/images/product/M/99644_M_1.jpg","Rp 2.230.000","2024"
"Infinix","Infinix Note 40 Pro RAM 8GB ROM 256GB","https://www.pricebook.co.id/Infinix-Note-40-Pro-RAM-8GB-ROM-256GB/40/PD_00099642","https://cdn.pricebook.co.id/images/product/M/99642_M_1.jpg","Rp 2.875.000","2024"
"Infinix","Infinix Note 40 Pro RAM 12GB ROM 256GB","https://www.pricebook.co.id/Infinix-Note-40-Pro-RAM-12GB-ROM-256GB/40/PD_00099643","https://cdn.pricebook.co.id/images/product/M/99643_M_1.jpg","Harga tidak tersedia","2024"
"Infinix","Infinix Smart 8 Pro RAM 8GB ROM 128GB","https://www.pricebook.co.id/Infinix-Smart-8-Pro-RAM-8GB-ROM-128GB/40/PD_00099500","https://cdn.pricebook.co.id/images/product/M/99500_M_1.jpg","Rp 1.270.000","2024"
"Infinix","Infinix Smart 8 Pro RAM 4GB ROM 256GB","https://www.pricebook.co.id/Infinix-Smart-8-Pro-RAM-4GB-ROM-256GB/40/PD_00099949","https://cdn.pricebook.co.id/images/product/M/99949_M_1.jpg","Rp 1.199.000","2024"
"Infinix","Infinix Smart 8 Plus RAM 4GB ROM 128GB","https://www.pricebook.co.id/Infinix-Smart-8-Plus-RAM-4GB-ROM-128GB/40/PD_00100047","https://cdn.pricebook.co.id/images/product/M/100047_M_1.jpg","Rp 1.182.000","2024"
"Itel","itel S25 RAM 8GB ROM 128GB","https://www.pricebook.co.id/itel-S25-RAM-8GB-ROM-128GB/40/PD_00100249","https://cdn.pricebook.co.id/images/product/M/100249_M_1.jpg","Rp 1.689.000","2024"
"Itel","itel S25 Ultra RAM 8GB ROM 128GB","https://www.pricebook.co.id/itel-S25-Ultra-RAM-8GB-ROM-128GB/40/PD_00100250","https://cdn.pricebook.co.id/images/product/M/100250_M_1.jpg","Rp 1.917.000","2024"
"Itel","itel S25 Ultra RAM 8GB ROM 256GB","https://www.pricebook.co.id/itel-S25-Ultra-RAM-8GB-ROM-256GB/40/PD_00100251","https://cdn.pricebook.co.id/images/product/M/100251_M_1.jpg","Rp 2.199.000","2024"
"Itel","itel A80 RAM 4GB ROM 128GB","https://www.pricebook.co.id/itel-A80-RAM-4GB-ROM-128GB/40/PD_00100104","https://cdn.pricebook.co.id/images/product/M/100104_M_1.jpg","Rp 1.089.760","2024"
"Itel","itel A50 RAM 3GB ROM 64GB","https://www.pricebook.co.id/itel-A50-RAM-3GB-ROM-64GB/40/PD_00099971","https://cdn.pricebook.co.id/images/product/M/99971_M_1.jpg","Rp 930.000","2024"
"Itel","itel A50 RAM 3GB ROM 128GB","https://www.pricebook.co.id/itel-A50-RAM-3GB-ROM-128GB/40/PD_00099972","https://cdn.pricebook.co.id/images/product/M/99972_M_1.jpg","Rp 1.045.000","2024"
"Itel","itel A50 RAM 4GB ROM 64GB","https://www.pricebook.co.id/itel-A50-RAM-4GB-ROM-64GB/40/PD_00099973","https://cdn.pricebook.co.id/images/product/M/99973_M_1.jpg","Rp 1.022.000","2024"
"Itel","itel P65 RAM 8GB ROM 128GB","https://www.pricebook.co.id/itel-P65-RAM-8GB-ROM-128GB/40/PD_00099974","https://cdn.pricebook.co.id/images/product/M/99974_M_1.jpg","Rp 1.469.000","2024"
"Itel","itel RS4 RAM 8GB ROM 256GB","https://www.pricebook.co.id/itel-RS4-RAM-8GB-ROM-256GB/40/PD_00099786","https://cdn.pricebook.co.id/images/product/M/99786_M_1.jpg","Rp 1.649.000","2024"
"Itel","itel RS4 RAM 12GB ROM 256GB","https://www.pricebook.co.id/itel-RS4-RAM-12GB-ROM-256GB/40/PD_00099675","https://cdn.pricebook.co.id/images/product/M/99675_M_1.jpg","Rp 1.821.000","2024"
"Itel","itel RS4 RAM 8GB ROM 128GB","https://www.pricebook.co.id/itel-RS4-RAM-8GB-ROM-128GB/40/PD_00099674","https://cdn.pricebook.co.id/images/product/M/99674_M_1.jpg","Rp 1.549.900","2024"
"Itel","itel P55 NFC RAM 8GB ROM 128GB","https://www.pricebook.co.id/itel-P55-NFC-RAM-8GB-ROM-128GB/40/PD_00099432","https://cdn.pricebook.co.id/images/product/M/99432_M_1.jpg","Rp 1.262.655","2024"
"Itel","itel P55 NFC RAM 8GB ROM 256GB","https://www.pricebook.co.id/itel-P55-NFC-RAM-8GB-ROM-256GB/40/PD_00099433","https://cdn.pricebook.co.id/images/product/M/99433_M_1.jpg","Rp 1.375.000","2024"
"Tecno","Tecno Spark Go 1 RAM 4GB ROM 64GB","https://www.pricebook.co.id/Tecno-Spark-Go-1-RAM-4GB-ROM-64GB/40/PD_00100096","https://cdn.pricebook.co.id/images/product/M/100096_M_1.jpg","Rp 1.016.000","2024"
"Tecno","Tecno Spark 30C RAM 6GB ROM 128GB","https://www.pricebook.co.id/Tecno-Spark-30C-RAM-6GB-ROM-128GB/40/PD_00100112","https://cdn.pricebook.co.id/images/product/M/100112_M_1.jpg","Rp 1.249.000","2024"
"Tecno","Tecno Spark Go 1 RAM 4GB ROM 128GB","https://www.pricebook.co.id/Tecno-Spark-Go-1-RAM-4GB-ROM-128GB/40/PD_00100141","https://cdn.pricebook.co.id/images/product/M/100141_M_1.jpg","Rp 1.095.640","2024"
"Tecno","Tecno Spark Go 1 RAM 3GB ROM 64GB","https://www.pricebook.co.id/Tecno-Spark-Go-1-RAM-3GB-ROM-64GB/40/PD_00100140","https://cdn.pricebook.co.id/images/product/M/100140_M_1.jpg","Rp 978.000","2024"
"Tecno","Tecno Pova 6 Pro 5G RAM 12GB ROM 256GB","https://www.pricebook.co.id/Tecno-Pova-6-Pro-5G-RAM-12GB-ROM-256GB/40/PD_00099939","https://cdn.pricebook.co.id/images/product/M/99939_M_1.jpg","Rp 2.995.000","2024"
"Tecno","Tecno Spark 20 Pro RAM 8GB ROM 256GB","https://www.pricebook.co.id/Tecno-Spark-20-Pro-RAM-8GB-ROM-256GB/40/PD_00099829","https://cdn.pricebook.co.id/images/product/M/99829_M_1.jpg","Rp 1.715.000","2024"
"Tecno","Tecno Pova 6 RAM 8GB ROM 256GB","https://www.pricebook.co.id/Tecno-Pova-6-RAM-8GB-ROM-256GB/40/PD_00099789","https://cdn.pricebook.co.id/images/product/M/99789_M_1.jpg","Rp 2.025.850","2024"
"Tecno","Tecno Pova 6 RAM 12GB ROM 256GB","https://www.pricebook.co.id/Tecno-Pova-6-RAM-12GB-ROM-256GB/40/PD_00099790","https://cdn.pricebook.co.id/images/product/M/99790_M_1.jpg","Rp 2.325.000","2024"
